herb1,herb2,causal_effect
194,756,-0.022578634
195,100,0.023953471
195,132,-0.020313168
195,165,0.020511033
195,184,0.02504411
195,191,-0.024002872
195,361,0.023175227
195,410,0.02099119
195,480,-0.022718674
195,505,-0.023024164
195,564,-0.028472971
195,637,-0.021259954
196,92,-0.020860558
196,248,-0.020439144
196,502,-0.02494283
196,582,0.021901533
197,795,-0.021252466
198,29,-0.022353562
198,140,0.02159889
198,143,0.02422334
198,161,-0.02193474
198,192,0.023790687
198,202,-0.022102682
198,228,0.02013879
198,367,0.02187747
198,416,-0.022272281
198,429,-0.022716796
198,478,-0.023700815
198,550,-0.020983942
198,573,0.026403578
198,705,0.020145766
198,775,-0.022173153
198,797,-0.023187464
198,800,0.021097908
199,111,-0.023771452
199,253,0.021339303
199,649,0.020910077
199,704,0.025153333
199,733,-0.026664892
200,0,0.020727707
200,80,0.023035038
200,426,0.020058017
200,440,-0.023115555
200,460,-0.020968817
200,499,0.022154711
201,250,-0.020013567
201,443,0.02724266
201,502,-0.022067344
201,521,0.026167128
201,633,0.021393439
201,695,0.022465868
201,702,-0.020172663
201,732,0.020395098
201,797,-0.021816876
202,11,-0.024969665
202,34,0.020798333
202,303,0.023212947
202,539,-0.020010356
202,705,-0.020064885
203,57,0.020471428
203,233,0.025365358
203,270,-0.021462604
203,279,0.020227978
203,333,-0.020430125
203,416,0.027514778
203,517,-0.02712186
203,691,0.021608353
203,792,-0.024798015
204,106,-0.023384277
204,136,-0.030326566
204,187,0.021488447
204,241,-0.0228639
204,249,-0.025224734
204,261,0.02045029
204,267,-0.020335333
204,481,0.020494692
204,532,-0.020993667
204,588,0.020427065
204,671,-0.020709647
204,704,-0.02007053
204,743,0.024775913
204,770,0.02072191
205,170,-0.020892657
205,294,-0.02543654
205,319,0.02050726
205,325,0.021786503
205,423,-0.022898825
205,604,-0.020287054
206,184,-0.022363244
206,264,0.024153935
206,375,-0.0262697
206,523,-0.023992663
206,792,0.022414964
207,221,0.0225367
207,413,-0.02083132
207,454,0.02419364
207,590,-0.025365949
207,659,0.02399975
207,710,0.020127295
207,744,-0.022913946
208,24,0.025917158
208,140,-0.020616248
208,164,0.020619866
208,251,0.021931555
208,263,-0.022296514
208,320,0.020716831
208,321,-0.020955848
208,460,0.028886093
208,751,-0.023393309
208,785,0.024092946
209,136,0.024327982
209,140,0.021247545
209,142,-0.026636163
209,224,0.0211627
209,387,-0.02009072
209,421,0.02612119
209,423,0.020758092
209,465,0.020420296
209,611,-0.02308704
209,649,-0.029285632
210,24,0.021970691
210,30,-0.025454521
210,69,0.020574054
210,83,-0.025048118
210,161,0.0219519
210,175,-0.021250524
210,411,-0.024472326
210,450,0.02139358
210,554,0.021046944
211,154,0.0202091
211,458,0.02194113
211,486,0.020375203
211,530,-0.020120664
211,614,0.031333532
211,797,-0.030070782
212,155,0.021697508
213,391,0.020697972
213,441,0.024495061
213,703,0.02183132
213,714,0.020206163
213,801,0.025352454
214,245,-0.021669086
214,325,0.021663824
214,343,0.020949733
214,550,-0.021651143
214,630,0.025613327
215,125,0.020387903
215,178,0.021983426
215,324,0.022001205
215,508,-0.02333714
215,714,0.020643549
216,101,0.029800327
216,133,-0.02108723
216,143,-0.020592596
216,149,-0.021318674
216,287,-0.025772633
216,339,0.025297135
216,374,0.021665493
216,443,-0.024038374
216,544,-0.023257148
218,119,0.026253311
218,359,0.024629164
221,71,-0.021092625
221,104,0.020190133
221,167,-0.021226197
221,344,-0.02084126
221,367,-0.022798808
221,427,-0.024461726
221,511,-0.024340121
221,588,0.026577407
221,645,0.024597598
221,664,0.021951342
221,694,-0.023321722
221,705,-0.020861315
221,723,-0.023607975
222,62,0.021526558
222,76,-0.02534554
222,83,0.02398669
222,410,-0.020579806
222,544,0.024226146
222,605,0.022868674
223,315,-0.024972193
223,739,0.021049382
224,47,0.020063668
224,208,-0.026745522
224,469,0.026104389
224,470,-0.025196094
224,635,0.025807275
224,702,-0.024061777
224,705,0.022546938
225,29,0.02603417
225,145,-0.020237818
225,284,0.023464676
225,719,0.02499911
226,26,0.020026734
226,95,0.021776004
226,143,0.023163313
226,165,0.020514261
226,499,0.023132501
226,504,-0.022131734
227,95,-0.02370624
227,208,0.02529779
227,768,-0.020831859
228,233,0.023782767
228,504,0.021270845
228,779,0.020757984
228,786,0.023781369
229,108,-0.0208148
229,256,0.020546272
230,187,0.020992
230,309,0.023292704
230,376,0.0217013
230,471,-0.031623688
230,651,-0.022907753
230,687,-0.021094903
230,698,-0.030186739
230,764,-0.020074254
231,246,-0.024813281
231,256,-0.022133192
233,112,0.020121232
233,384,0.023192925
233,386,-0.021503245
233,591,-0.02111125
233,612,-0.029319078
233,638,0.021954972
234,221,0.021039208
234,278,0.020864135
234,363,-0.0215687
234,530,-0.023889273
234,535,-0.022039905
234,655,0.025730262
234,676,0.022930836
235,245,0.02001331
235,411,0.02433578
235,720,-0.020647174
235,792,-0.020961905
237,57,-0.02639483
237,85,-0.020414416
237,90,-0.02228057
237,161,-0.022043345
237,340,0.034173787
237,355,-0.021213803
237,372,0.031378493
237,392,0.023167739
237,462,-0.026772203
237,635,-0.021942098
237,759,-0.020602448
237,774,-0.02020758
237,791,0.020938544
238,3,-0.02092346
238,62,-0.027756339
238,242,-0.021804053
238,264,0.022507284
238,316,-0.022531407
238,356,0.022413684
238,376,0.023050405
238,790,-0.021205427
239,81,-0.02319587
239,101,0.027102482
239,158,-0.022590775
239,271,0.020669658
239,418,0.020252796
239,442,0.020137442
239,725,-0.026208766
239,797,-0.031188663
240,26,-0.020493535
240,175,0.02340458
240,643,0.020531574
240,689,0.0211191
240,698,-0.020339364
241,18,-0.024093859
241,24,0.021246562
241,77,-0.020279918
241,159,-0.02838797
241,224,-0.022218525
241,279,-0.025462227
241,363,-0.025127426
241,473,-0.025459263
241,582,0.026052834
241,586,-0.021616723
241,589,0.022518476
241,605,-0.024294585
241,674,-0.02319582
241,681,0.020063903
242,49,0.024809895
242,75,0.027734827
242,95,-0.025405167
242,140,-0.024623692
242,222,-0.020745058
242,509,-0.022333417
242,559,-0.031461626
242,581,0.02557332
242,698,0.021752141
242,722,0.037919078
242,774,-0.022030307
243,160,0.020681364
244,29,-0.025039168
244,58,0.025919372
244,352,-0.02466972
244,542,0.028004443
244,571,-0.02467892
244,683,0.020226628
245,100,-0.023086334
245,148,0.020132855
245,173,0.021718157
245,224,-0.020717919
245,225,-0.021768386
245,230,0.02780758
245,596,-0.023315046
245,644,0.020611104
245,797,-0.02208676
246,65,0.023984302
246,168,0.02203206
246,446,0.021558158
246,547,-0.022964703
246,575,0.026718069
246,647,-0.022349808
246,699,-0.021497888
246,704,0.02060307
247,114,0.024431271
247,204,-0.021209182
247,327,0.03622346
247,361,-0.020154443
247,466,-0.02390371
247,468,-0.0224059
247,519,-0.020054547
247,694,-0.021357106
248,26,0.022355594
248,130,-0.024976665
248,135,0.02477898
248,148,-0.023729865
248,300,-0.020130865
248,337,0.021979688
248,339,-0.021116203
248,420,-0.02461314
248,441,0.025627613
248,577,0.028954528
248,773,0.023075905
249,141,-0.020912522
249,231,0.03395686
249,389,-0.022896774
249,584,-0.0214966
249,638,-0.021576406
249,770,0.024791528
250,177,0.026589729
250,471,0.025134506
250,519,0.02978994
250,627,0.02842396
251,148,-0.02022613
251,149,-0.020150043
251,203,-0.02716344
251,288,-0.02131214
251,358,0.022153866
251,492,-0.024113752
251,496,-0.027532779
251,675,-0.020951468
251,691,0.02341302
251,732,-0.023483777
251,773,0.021405673
252,14,0.020272313
252,173,-0.025959738
252,241,0.023040628
252,263,0.020735282
252,465,-0.02009331
252,479,-0.02036577
252,480,0.02635687
252,481,0.020402422
252,651,0.025717845
252,664,-0.020803612
252,702,0.02071343
252,755,0.020152634
252,785,-0.022668695
253,105,0.024952428
253,278,0.020054331
253,476,-0.020870054
253,509,-0.020359961
253,659,-0.020452958
253,723,-0.024469541
253,726,0.020864785
254,23,0.031138245
254,48,-0.02649886
254,88,-0.021662515
254,389,-0.025164315
254,612,-0.021169584
254,704,0.026158286
254,728,0.022945445
255,93,0.026062073
255,225,-0.020725464
255,461,0.020751676
255,494,0.026329791
255,587,-0.021357886
255,638,0.020654421
256,28,0.020173423
256,794,0.02283289
257,16,0.021061078
257,89,-0.026903413
257,335,0.023229621
257,666,-0.021969259
257,763,-0.023988876
258,91,0.021338271
258,272,-0.024434932
258,327,-0.026832633
258,344,-0.023506278
258,361,0.021301197
258,462,-0.02612996
258,486,-0.020905655
259,87,-0.025994759
259,148,-0.025114216
259,303,0.023344437
259,314,-0.022537945
259,320,-0.029328175
259,357,0.021240877
259,369,-0.022160426
259,400,0.020801328
259,425,-0.024018513
259,494,-0.0228361
259,495,-0.025386846
259,594,-0.02053629
260,175,0.02598268
260,310,0.021101605
261,27,-0.031070035
261,74,0.021302702
261,465,0.033223964
261,471,0.020256683
261,536,-0.021258514
261,564,0.020285761
261,670,0.022321034
261,706,-0.025873227
262,33,0.021165237
262,87,0.020032734
262,99,-0.027061373
262,143,0.023664733
262,248,0.020352097
262,268,-0.020282198
262,441,0.02111463
262,519,0.025040561
262,671,-0.020272333
263,17,-0.02449328
263,105,0.022309186
263,168,-0.024144046
263,190,0.029437808
263,227,0.021753144
263,313,0.022660132
263,456,-0.023407277
263,630,-0.02481749
263,725,0.020128487
264,0,0.020497907
264,282,0.02118294
264,421,0.028859362
264,441,0.025665501
264,450,0.022112696
264,456,0.022391932
264,487,0.024817346
264,508,-0.024306608
264,531,-0.022501754
264,562,0.02004831
264,587,0.02415425
264,786,0.02274429
265,14,-0.032164507
265,196,0.021961264
265,261,0.023356928
265,291,-0.022243876
266,134,-0.0267294
266,476,-0.020020245
266,626,0.024337562
266,633,-0.020417875
266,740,-0.020112243
267,65,-0.027038774
267,77,0.020783572
267,326,0.021468539
267,357,-0.024075503
267,539,-0.020031938
267,713,-0.023044175
267,778,-0.020045074
268,3,0.025372932
268,50,-0.02018899
268,80,-0.022424253
268,242,-0.025055865
268,523,-0.0223723
268,546,0.021075252
268,722,-0.02213606
268,757,-0.02040353
269,30,0.027454335
269,80,0.025670236
269,130,-0.023922723
269,173,-0.024416734
269,347,0.030886397
269,393,0.02112111
269,669,0.02395991
269,778,0.021499265
270,363,0.020155396
270,418,0.02511777
270,635,-0.021830756
270,643,-0.02186745
271,4,-0.024090955
271,34,0.028156353
271,170,0.025572496
271,174,-0.020431193
271,259,-0.021460114
271,406,-0.020224005
271,478,-0.02104077
271,649,-0.020121615
272,130,0.020926628
272,150,0.03067948
272,154,0.022527324
272,234,-0.02028326
272,375,0.021532062
272,421,-0.02311464
272,499,0.022353634
272,635,0.021605937
272,658,0.0258042
273,222,-0.020690901
273,317,-0.02741989
273,626,0.020954378
273,697,-0.021382226
273,707,-0.023382
274,62,0.021425901
274,252,-0.025719106
274,389,0.021516062
274,730,0.024635673
274,776,0.020119699
274,778,-0.020987608
275,14,0.024180856
275,41,0.025111616
275,354,-0.023832524
275,406,0.027017605
275,567,0.024585493
276,16,-0.02281299
276,87,-0.020553393
276,120,0.029489908
276,174,-0.023679677
276,291,0.023847954
276,341,-0.023724064
276,346,-0.020618612
276,430,0.02527542
276,555,0.020167856
276,640,-0.024214866
276,756,0.022657609
276,782,0.020876452
277,13,-0.023308136
277,380,0.025339153
278,31,0.021500833
278,73,-0.0328762
278,136,0.020713294
278,192,-0.02094975
278,328,0.02502869
278,375,-0.020303192
278,466,-0.022965979
278,475,-0.028940627
278,478,-0.02300551
278,497,0.020949552
278,663,0.023283295
278,665,-0.02185719
278,684,0.020094305
278,760,-0.022850195
279,12,0.020253463
279,26,-0.02358703
279,29,-0.02099938
279,66,-0.021616062
279,148,-0.025397519
279,194,-0.023888111
279,247,0.022117484
279,456,-0.022898816
279,606,-0.023403447
279,714,0.02432516
280,84,-0.026493743
280,116,-0.020792082
280,262,0.022783035
280,294,0.022658043
280,358,-0.020359147
280,386,-0.038526155
280,445,0.026344564
280,700,0.023830423
281,17,0.020004636
281,21,-0.020659773
281,54,0.029233182
281,95,-0.02569355
281,168,0.02210875
281,177,-0.026809478
281,241,0.027987698
281,266,-0.02790186
281,389,-0.022576604
281,614,0.022795416
281,671,-0.020593787
281,744,-0.020198071
281,770,-0.020409586
282,171,0.020260867
282,196,0.030715222
282,270,-0.021130515
282,344,-0.023881454
282,354,0.026851976
282,476,-0.020602027
282,502,0.020086976
283,184,0.029128447
283,252,-0.020161007
283,376,-0.021944335
283,441,0.02203829
283,450,0.021200549
283,460,-0.021049343
283,669,-0.021196356
284,20,-0.022374406
284,71,0.027509876
284,185,0.020925634
284,224,0.022227984
284,382,0.021062909
284,442,-0.025339378
284,567,0.02085462
284,587,0.024559923
284,726,0.020545492
285,27,0.024252743
285,232,-0.021179434
285,314,0.027829655
285,385,0.023894219
285,418,0.024770852
285,437,-0.027810056
285,741,0.021832401
286,662,-0.026579374
287,34,0.021278206
287,231,-0.022418402
287,311,0.022308167
287,358,0.025700266
287,432,0.020190353
287,435,-0.021202747
287,475,-0.023176396
287,602,0.023092983
287,798,-0.02105157
288,149,0.02507794
288,171,-0.026603417
288,187,0.021826144
288,238,0.030977668
288,519,-0.027174916
288,710,0.0278643
289,293,-0.024361398
289,497,-0.02300074
289,515,0.028808545
289,700,-0.02077233
289,752,0.024960298
289,804,-0.02195092
290,422,0.02043575
290,438,0.025882164
290,485,-0.020206913
290,672,0.022702299
290,735,0.020517642
290,743,-0.020737525
291,90,-0.023487872
291,135,-0.020400044
291,165,0.022790667
291,167,-0.02612182
291,230,-0.022092033
291,244,0.020073423
291,338,0.027984986
291,394,-0.02739487
291,493,0.020663653
291,567,-0.022673694
292,39,-0.02411231
292,92,-0.022949249
292,170,0.021796595
292,252,-0.026267763
292,373,0.024074199
292,581,-0.020049728
292,630,-0.032434624
292,638,-0.020702248
292,658,0.024598973
293,177,0.025495864
293,225,0.020976916
293,242,0.020904675
293,465,0.0242917
293,502,0.02578708
293,558,0.02169563
293,614,0.023125868
293,640,0.021555487
293,732,0.021489494
294,0,0.02186442
294,34,-0.022515977
294,55,-0.027691578
294,91,0.020394413
294,264,0.035032887
294,283,0.025827069
294,346,-0.02146689
294,364,0.021701448
294,437,-0.020902758
294,572,-0.020972751
294,654,-0.028540099
294,659,0.0241775
294,786,-0.026450446
295,6,0.020339513
295,31,-0.021169309
295,46,-0.021468773
295,140,0.02170792
295,167,0.030379627
295,225,-0.02390545
295,251,-0.0293393
295,371,0.021290699
295,424,0.020706022
295,523,-0.024241643
295,625,-0.028677084
295,637,-0.024599247
295,713,0.022697212
295,730,-0.021610398
295,744,-0.024220219
295,773,-0.02714006
296,89,-0.03549128
296,226,-0.021231461
296,570,0.021776056
296,683,0.022874584
296,684,0.023323452
296,689,-0.02237618
297,5,-0.025789008
297,36,-0.020632006
297,87,-0.020424882
297,113,-0.021714324
297,131,-0.021773666
297,150,-0.02549632
297,161,-0.021725694
297,225,0.02274925
297,242,-0.021347193
297,278,0.025621723
297,280,0.022100843
297,436,-0.028658004
297,440,0.021949617
297,698,0.02406487
298,270,0.02059862
298,365,-0.023662563
298,400,0.021007236
298,650,0.021322891
298,698,-0.021296846
298,755,-0.03344387
299,24,0.020967435
299,180,0.021856984
299,357,-0.023163982
299,463,0.02359143
299,551,-0.035029396
299,672,0.025081972
299,700,0.02176399
300,51,-0.020650752
300,57,0.027372265
300,111,0.020300932
300,117,-0.023654915
300,276,0.020997846
300,344,-0.020272369
300,347,-0.022519268
300,351,-0.022228062
300,398,0.03026151
300,531,-0.022731058
300,535,-0.02003514
300,564,0.020243868
300,754,0.029932361
302,15,0.03271418
302,86,0.021426244
302,510,-0.020576524
303,11,0.022448832
303,73,0.020819005
303,133,-0.02215224
303,241,-0.024217494
303,294,-0.027427716
303,406,0.021954391
303,426,0.02188959
303,465,0.020127751
303,540,0.021169994
304,738,-0.023850854
305,30,0.0242181
305,174,-0.024947857
305,271,0.021562109
305,322,-0.020169577
305,342,-0.027409798
305,438,-0.025049604
305,442,-0.02210374
305,522,0.020269334
305,536,-0.021257749
305,637,0.020094667
305,694,-0.02017363
305,731,0.026811752
306,3,0.024238301
306,54,-0.021040656
306,87,0.022544619
306,204,-0.022190183
306,264,-0.024875194
306,268,0.022787113
306,468,0.023870386
306,544,0.024560012
306,723,0.020811638
307,200,-0.024696605
307,313,-0.021761032
307,376,-0.02088549
307,395,-0.021139057
307,446,-0.023256605
307,465,0.02500381
307,496,-0.037588175
307,628,0.02273454
307,652,-0.024071531
307,707,0.02718173
307,726,-0.020018172
307,754,-0.022699848
307,755,0.028141135
308,50,-0.024347184
308,192,-0.020552304
308,263,-0.02028911
308,429,0.024538396
309,25,-0.023521999
309,86,-0.020169983
309,417,-0.020378487
309,652,0.029789714
310,63,0.02068129
310,137,-0.020441167
310,473,0.02328409
310,726,-0.021029256
311,84,0.02263302
311,127,0.021549933
311,192,-0.028372971
311,207,0.021420414
311,701,-0.026727656
312,167,0.026090978
312,239,0.022325374
312,270,-0.02084273
312,334,0.025182046
312,401,0.02173686
312,435,-0.022365578
312,442,-0.021937476
312,499,0.020705074
312,516,0.022122921
312,533,0.021734513
312,627,0.024597086
312,664,0.021287994
312,711,0.020000953
313,276,0.030731397
313,367,0.022012109
313,489,0.03135412
313,789,0.020555835
314,62,-0.024316108
314,151,-0.021293525
314,183,0.022973135
314,205,-0.020400576
314,378,-0.030067196
314,426,0.020029716
314,432,0.021264499
314,435,0.022808228
314,581,-0.020250326
314,603,-0.02080845
315,149,0.023572793
315,310,-0.021479674
315,587,0.020410035
315,674,-0.020607732
315,678,-0.023980236
316,206,0.021227593
316,410,0.021072766
316,475,0.022180535
316,493,0.020297658
316,494,-0.02485629
316,770,0.02580779
317,69,-0.02060457
317,139,-0.020139618
317,340,-0.03218507
317,347,-0.025906665
317,691,-0.021417672
318,2,0.026862634
318,37,0.0257154
318,87,-0.022053266
318,221,0.022894531
318,247,-0.022580264
318,294,-0.023180906
318,312,0.022602059
318,331,0.023415752
318,354,-0.02521654
318,664,0.020582948
319,755,0.02154888
320,74,0.025768643
320,132,-0.022154206
320,374,-0.027676422
320,416,0.021860508
320,505,-0.024029491
320,699,-0.020739242
320,706,-0.021399286
320,725,0.021857928
320,798,-0.027581794
321,470,-0.021478632
321,511,0.022259578
321,687,0.020856611
321,706,-0.020649921
322,76,-0.021959636
322,515,0.02105122
322,572,0.022150978
323,631,0.02272912
323,768,0.021285292
324,176,0.02095908
324,206,-0.023271263
324,322,0.022832302
324,341,0.020886239
324,609,0.02500601
324,714,0.033028286
324,735,0.02032965
325,149,-0.020350102
325,159,-0.022557583
325,194,0.020230398
325,247,0.023439327
325,290,0.023980241
325,391,0.02005766
325,419,0.021229915
325,476,0.02292358
325,596,0.026278755
325,620,0.020015635
325,769,0.020196
326,4,-0.021025619
326,478,-0.021549752
326,563,0.021900617
326,616,-0.02455408
326,691,-0.020661715
327,65,-0.020871256
327,210,0.020820837
327,256,-0.02098584
327,311,0.020409726
327,579,-0.022979762
328,159,-0.022042759
328,184,-0.030345349
328,275,-0.023707088
328,317,-0.021627309
328,466,0.020440094
328,531,0.023340072
328,632,-0.020669926
328,700,-0.020131132
329,24,-0.02508514
329,240,-0.021270392
329,635,0.02140494
330,49,0.020429533
330,85,-0.020388346
330,148,0.021070812
330,165,-0.025145462
330,246,-0.023250958
330,354,0.021174807
330,376,0.020438733
330,539,0.02136107
330,635,0.022879306
330,670,0.026335102
330,748,0.02063435
330,798,-0.022675056
331,37,0.02166207
331,81,-0.020898284
331,83,-0.028297594
331,172,0.020223636
331,493,0.02333542
331,698,-0.028615143
332,293,0.0213116
332,504,0.022572933
332,587,-0.024759073
332,724,-0.020787388
332,772,-0.021948768
332,783,-0.024075637
333,41,0.02326422
333,55,0.023872925
333,128,-0.021145394
333,130,-0.023345793
333,180,-0.026102452
333,241,-0.024408203
333,654,-0.020188488
333,655,-0.031840935
334,21,0.022100508
334,54,-0.027195564
334,126,0.029809682
334,141,0.022426348
334,224,0.02584536
334,415,0.024535613
334,475,-0.027396252
334,624,-0.02387643
335,211,-0.024460247
335,226,0.02016053
335,478,-0.020528171
335,594,-0.022313746
335,663,-0.028001318
335,666,-0.020760905
336,59,-0.027841195
336,425,0.027611226
336,663,0.021832598
336,793,-0.0210012
336,796,0.022184575
337,17,-0.020606425
337,33,0.021852443
337,121,-0.023558993
337,364,-0.029545294
337,368,0.020584064
337,425,0.024679868
337,451,0.021783175
337,563,0.022335293
337,580,-0.023680404
337,785,0.0211301
338,48,-0.020414473
338,154,0.034911763
338,228,-0.02109279
338,249,0.020757949
338,418,-0.02352547
339,24,-0.020413142
339,117,-0.024280192
339,201,0.02266922
339,246,-0.020914908
339,281,0.024540383
339,294,0.021531774
339,335,-0.0216552
339,345,0.020385154
339,349,-0.029693868
339,531,0.021547262
339,573,-0.029664308
339,596,-0.024106573
339,625,-0.021246443
339,672,0.020678839
339,721,-0.02019054
339,725,0.020124624
339,770,-0.02006448
340,21,0.026219174
340,224,0.023631178
340,287,0.020168321
340,345,0.024136275
340,440,-0.022486147
340,542,0.021453114
340,629,-0.027577143
340,697,-0.02096974
341,51,-0.0233612
341,87,0.021015814
341,115,0.02402582
341,175,-0.02176202
341,260,-0.021229334
341,371,0.021873008
341,428,0.020600408
341,472,-0.020824635
341,493,-0.02892413
341,565,0.02005806
341,617,0.024528243
341,734,-0.022544844
341,782,0.022065917
342,31,-0.02448619
342,69,-0.027162345
342,172,-0.023061773
342,421,-0.020267222
342,495,-0.023275243
342,594,-0.02001135
342,627,-0.021284431
342,705,0.023761585
343,29,0.024021385
343,352,0.023287162
343,486,0.021632085
343,500,0.022473235
343,553,-0.025393885
343,617,0.02071772
343,632,-0.021142047
343,697,0.020240754
343,700,-0.02533123
344,70,-0.020003099
344,184,0.025126135
344,263,-0.021226274
344,374,0.024613546
344,390,-0.024445415
344,520,-0.027433706
344,621,-0.02627074
344,622,0.024918728
344,638,-0.024872359
344,645,-0.028342986
345,28,-0.02039323
345,60,0.02431936
345,92,-0.020580146
345,318,0.020244591
345,460,0.020945221
345,554,0.04111955
345,579,-0.024009177
346,19,0.031875405
346,154,0.021046089
346,255,0.020010132
346,393,-0.020068254
346,441,0.027975997
346,635,-0.02479069
346,666,-0.023820076
346,748,0.031045824
347,95,-0.022095703
347,148,-0.029760253
347,339,-0.02160324
347,369,-0.0210858
347,535,-0.022246372
347,625,-0.0235969
347,666,0.020650184
347,696,0.020573001
348,158,-0.021784868
348,619,-0.022751288
349,92,-0.020628585
349,154,0.020704659
349,187,0.021549452
349,436,0.02078434
349,588,0.021122843
349,640,-0.030012535
349,676,-0.03818219
350,395,0.02017276
351,21,0.023165435
351,174,-0.020264376
351,274,-0.022838492
351,365,0.021797378
351,406,0.021381324
351,587,-0.022472532
351,658,-0.025285069
351,663,-0.023186494
351,804,-0.033103436
352,120,-0.02001438
352,632,-0.020399498
352,714,0.020332547
352,766,-0.02306483
353,18,-0.020958371
353,46,-0.020571586
353,148,-0.031941764
353,208,0.024988286
353,299,0.020199241
353,541,0.026388546
353,679,0.024010893
354,30,0.022565022
354,356,0.020772126
354,418,0.027569704
354,651,0.02193472
354,754,-0.021147486
354,792,-0.020828465
355,216,-0.023123194
355,226,-0.025681565
355,296,-0.026412185
355,307,0.025020672
355,395,0.02103056
355,463,-0.029310226
355,491,0.02101727
356,168,-0.021650176
356,316,0.026558217
356,410,-0.020506784
356,434,-0.020490611
356,501,0.027385361
356,707,0.020467503
357,12,0.020803938
357,60,-0.02125701
357,88,0.024415271
357,238,0.021719053
357,314,0.022626342
357,418,-0.024337882
357,419,0.025127076
357,712,0.022957917
357,785,0.024218218
357,794,-0.0350942
358,66,0.022263223
358,184,-0.0205153
358,204,-0.022297591
358,345,0.02034081
358,374,0.02288928
358,398,-0.0218391
358,455,-0.020872798
358,502,-0.027069483
358,526,-0.022463394
359,123,-0.023738483
360,70,0.020899571
360,194,-0.020907115
360,335,-0.023812527
361,20,0.02260477
361,297,0.022439502
361,413,-0.020154264
361,601,0.020719854
362,182,0.020147322
362,639,-0.024374122
363,103,0.023413911
363,164,-0.02277972
363,199,0.025502903
363,315,-0.02109597
363,320,-0.020461338
363,400,0.024561055
363,479,0.023023222
363,501,-0.022821635
363,522,-0.020536045
363,597,-0.023392372
363,663,-0.022555165
363,666,0.027893182
363,704,0.02038336
363,784,0.021374736
364,6,0.020447582
364,89,-0.021912904
364,130,-0.026435208
364,139,-0.024652492
364,164,-0.029756203
364,208,0.024577597
364,262,0.022865089
364,648,-0.02778538
365,88,0.021879382
365,275,-0.021314306
365,350,0.023258861
365,540,-0.024932096
365,706,0.026114294
365,714,0.02058996
366,91,0.022610802
366,261,0.027412526
366,264,0.021531954
366,361,-0.02267967
366,651,-0.023041049
366,674,-0.023737093
366,735,-0.022285791
367,18,-0.020181848
367,92,-0.020013623
367,101,0.026254347
367,278,-0.03315548
367,333,-0.020012261
367,460,0.022706877
367,513,0.022445358
367,713,0.020868834
367,744,-0.021867031
367,752,-0.021222204
367,800,0.022793654
368,23,-0.022032158
368,56,-0.021133581
368,66,-0.028524278
368,78,-0.022947151
368,265,0.028451668
368,377,0.020841612
368,393,-0.021465868
368,533,0.021714281
368,567,-0.023546053
368,648,-0.02065793
368,649,0.03169559
368,723,-0.028294235
368,724,0.020072961
369,56,0.020029282
369,390,0.020463755
369,521,0.03161716
370,33,0.023432804
370,253,0.028177395
370,320,-0.022303106
370,443,-0.024295647
370,466,0.021516118
370,520,0.031020876
371,191,0.0347892
371,244,0.0201583
371,278,0.021495182
371,410,0.02590724
371,565,0.0204121
371,575,0.020246306
371,635,0.023797594
371,658,-0.02259595
371,696,0.02567696
372,5,-0.022916144
372,150,0.02107859
372,205,0.022966491
372,343,-0.03050517
372,428,0.020250494
372,717,0.023443848
373,86,0.020494381
373,241,-0.023271643
373,247,-0.020216363
373,584,0.023316728
373,594,-0.02540231
373,616,-0.02124139
374,234,0.022894634
374,625,-0.020100638
375,73,0.03070817
375,238,-0.023469916
375,402,-0.025729125
375,442,-0.02122242
375,471,-0.026010849
375,637,-0.020469647
375,644,0.02287014
375,720,-0.020199306
376,32,-0.029642774
376,57,-0.03213612
376,210,-0.020542268
376,284,0.022547798
376,303,0.020559438
376,432,0.023427166
376,466,0.022407638
376,517,-0.025727093
376,545,-0.02285096
376,719,0.021488482
376,745,-0.022354953
377,245,-0.022980303
377,303,0.026067713
377,410,0.020168604
377,484,0.021759793
377,544,0.020250507
377,588,-0.020008173
377,623,0.020928105
377,640,-0.0210413
377,645,0.021661779
377,665,-0.032071505
378,37,-0.020233855
378,161,-0.020905623
378,305,0.022345226
378,355,-0.021347988
378,439,0.020777125
378,535,0.020641958
378,643,0.022146039
379,142,0.024626886
379,173,0.02060319
379,201,-0.021033898
379,208,-0.036272492
379,407,0.021156332
379,413,-0.020763729
379,681,0.021679517
380,431,0.021276923
380,604,0.021799572
380,646,0.026562518
380,746,-0.02610383
382,284,0.021624146
382,421,0.023149855
382,454,0.021696966
382,486,-0.0215976
383,653,-0.020848326
384,17,0.020625614
384,66,0.021118466
384,226,0.024643581
384,321,0.020930393
384,375,0.020116894
384,400,0.02124872
384,532,-0.02532458
384,665,0.023267591
384,760,-0.025034225
385,182,0.020781552
385,279,0.021775085
385,415,0.021091603
385,620,-0.020194413
386,168,-0.021645537
386,263,-0.022096328
386,741,0.020208837
387,21,0.021295726
387,58,-0.02014106
387,67,0.02498565
387,158,0.028665215
387,183,-0.021660132
387,226,0.021372974
387,237,0.027552104
387,279,-0.020738276
387,317,0.020378422
387,441,0.021755416
387,552,0.025527477
387,619,0.022693796
387,757,-0.025391057
388,404,0.020781748
388,429,-0.02577482
388,515,0.020759964
388,578,0.021720417
388,637,-0.02326563
389,35,-0.026556293
389,268,-0.027879326
